	a1_1_01	a1_1_02	a1_1_03	a1_1_04	a1_1_05	a1_2_01	a1_2_02	a1_2_03	a1_2_04	a1_2_05	a4_1_01	a4_1_02	a4_1_03	a4_1_04	a4_1_05	a4_2_01	a4_2_02	a4_2_03	a4_2_04	a4_2_05	con1	con2	con3
9c7d9a2060bbf25f6a80d54bb8b39618	0	0	0	0	0	0	400	0	0	0	0	11	357	145	5	18	28	0	5	0	0	0	0
f0fb679a2683c69140f20d9fa6adfd4f	0	0	0	0	0	0	0	0	152	466	0	0	0	0	0	0	0	0	65	16	0	0	0
34570bd111007c0492a7abfcab358c24	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d804751d9d48138a3a7ca9aeef24894e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
1e947c405f8ed208bac5218cc7246ef3	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
1b49aa290721414c6f85361d4d5d24d4	0	0	34	58	28	97	17	93	10	4	0	0	13	0	15	24	57	79	48	0	0	0	0
53e27656d9771af6fe821abd5f47e7c9	0	0	16	14	16	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	158	1364
435980b3639e6be968e665b1b84309e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
b6e78b759d9a90ca8e6cac09ef650ae5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	48	0	42
1095368a251dc3880e91650081c8885b	239	330	333	486	224	0	0	0	0	0	274	165	130	84	121	0	68	0	0	0	0	0	0
caeb2e033b71fa98d3d8407c11e14915	10	26	36	38	26	47	0	0	0	0	13	8	62	160	64	12	118	17	0	0	36	0	0
a799b6347eed328bc2413d8df13381a5	141	0	0	63	47	0	232	0	0	0	0	0	170	0	0	0	57	0	55	0	0	0	0
d4ed5422097804cc35164bf4b38c3f46	10	6	0	0	0	0	0	0	0	0	20	0	14	17	20	0	0	0	0	0	0	0	0
c8913cfc06c032ba40591300a0b77ad4	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599eeffbcfe0e0d713cbf4c9ebea826f	0	4	0	12	5	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0
0e87b0813b11d400bfefd4b14f30dc8a	23	57	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241f79b9a730c74911f5a51598c2dd16	0	0	0	0	0	0	0	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0
b6a7348c601745ee20d78d31ff026726	0	0	39	0	0	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0
6f33ea2339fe847baa98ff97d9f0e274	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	9	0	0	0	0	0	0
77b0e2b224d38acb5adc45a8130f55e9	0	0	0	0	0	0	0	0	0	0	0	0	29	34	0	0	8	0	0	0	0	0	0
df0747875384374f7b53da54aebf8737	0	0	0	0	0	17	23	19	0	0	0	0	0	0	0	0	26	16	0	0	0	0	0
842d2c6b055966c57784a4cae2b2139f	0	0	0	0	0	0	0	0	0	0	67	193	193	192	36	0	0	0	0	0	0	0	0
10919fb00aaa40e7594881c7a4e1e34f	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0
8288064861895204c870e09e92cc44c5	0	0	0	0	0	0	0	0	0	0	32	13	0	0	0	0	0	0	0	0	0	0	0
0699b3dadfa1ef1b3d4533ebe26ddd1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
777c3d4e0f20a684db1260b09f52b947	0	0	0	0	0	0	0	0	104	7	0	0	0	0	0	0	0	0	0	0	0	0	0
98ca03c7b7ba76e834676706856933df	0	0	0	0	0	0	0	0	0	58	119	252	0	38	0	0	55	0	27	0	0	0	0
4e74e2a99da77e7dc5bb114af0d28c13	0	0	0	0	0	0	0	0	204	8	0	0	0	0	0	0	0	0	0	5	0	0	0
ee2a2091ff402a48308fb4b82c34ce78	0	0	9	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
206082980b2b4e605d4b2f4b2f2db660	29	0	69	0	0	0	0	0	0	0	0	0	36	15	0	0	0	0	0	0	0	0	0
9cd50a25a60c158e59373c6165daae65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
c4246dfb397f65efeeb832836e302083	70	33	242	17	23	223	83	32	81	41	14	45	48	0	0	115	89	127	0	29	0	0	18
d2c5f3db0c5144fa28edff7db03c8f45	0	0	19	149	45	117	0	0	0	0	72	21	100	60	66	24	233	18	0	0	374	0	241
876826f3480f487da8c7c723faf6c719	0	0	0	30	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f2d067e3438cbd4d375c1ab5221560c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
79fea7073a32159fbf592c02ee449582	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00def0060126ea4e9336b7882ffa1d5d	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
f96524240d0c7e6c19bc0e3f7eb068a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
78cfa7640273ecfa85ac68a5aa8bc78c	0	0	0	0	0	0	183	0	0	0	0	7	13	0	0	138	665	0	1088	11	0	0	0
046419b76413d9db93e258bc2f9e18e6	0	0	15	0	0	0	0	113	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ba76242934ee35bd18460f6cd0d065c	0	0	0	0	0	0	0	0	0	0	97	73	0	0	0	0	0	0	0	0	0	0	0
a57230a6f5a46a90222caf5bff0ced3f	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b873e2345c810ee694c30e98396ac064	0	0	0	32	6	0	0	0	0	0	81	15	13	24	17	0	0	0	0	0	0	0	0
f126e61fca47f5543863964d5c63b1d5	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aaf3a606ffb58a3c5034bef47b0c5d3a	0	0	0	0	0	0	0	0	0	0	0	0	8	9	14	0	0	0	0	0	0	0	0
7661fcb528e4667079c70ad0840e78df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
37693fc4da7177d96a9cd741d266f179	38	0	83	34	21	193	64	95	0	86	0	0	0	0	0	27	330	481	22	113	0	0	0
dd56410c0fff1700e747a61dfd197665	16	30	0	0	0	7	27	11	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ab16548aa6887db45c3b0c3c970c88ba	0	0	0	0	0	87	1240	77	58	1184	0	0	0	0	0	383	788	221	707	761	0	0	0
7eb2bc98c0e2abf1ca012b20323500e9	6	0	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	50	0	0
1a1e43fcafb01b5d8d28a8be8fd66145	0	0	13	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
f6c6e74a795587167557b027d671a406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
b3497645b3b4497e9fa9d51208c0caa6	0	0	0	460	146	0	0	0	0	0	0	0	13	43	0	0	0	0	0	0	0	0	0
ebaec060534d66d0784ce646794a1cf5	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0
e7627802c24616be387b8ba99e367dc0	0	0	0	0	0	0	0	0	0	0	0	0	39	23	0	0	0	0	0	0	0	0	0
72b534e7f9aee17f9ef904f3abfd8e46	0	0	0	0	0	0	430	0	0	382	0	0	0	0	0	126	259	72	221	269	0	0	0
5bbf9ccb6ff09c9adfabd549e4751572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
af77ed1e236824609916a1eeb59dccdd	0	0	0	0	0	0	0	0	0	0	20	21	0	0	0	0	0	0	0	0	0	0	0
a757fdd7057a2d74a273eed9f89feb03	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
007861cf4357c84116e647b68ab1bf30	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	4899	945	199
7b7c197c157ca7e78eabfc8721c06727	0	4	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0
8060610a468a1a63946b07ad3a8e8537	0	0	0	0	0	20	0	42	0	0	0	0	0	0	0	0	255	97	89	0	0	0	0
9bc092de80795478e92657641bbaa122	8	15	7	32	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	101	0	0
751661e34165800f853b18ce1c79700e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
1fec16f605a3f8bb54b69d4727ce2089	110	80	0	21	8	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0
5f303d5361eaea06168f2dd3aae55a2f	0	38	0	21	112	14	0	0	17	0	18	8	0	109	44	12	38	22	0	12	236	556	955
cffd4c859b8f35bd5109e61f1b9ce098	12	39	23	0	17	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b795f2a86a9995ec9228faeab179c415	30	28	55	85	68	660	0	20	0	139	34	28	16	22	336	851	13	0	15	0	0	0	0
8766e8c796bf9f95db9966adcbe58242	309	366	335	143	57	19	0	0	0	0	107	54	154	99	0	0	0	12	0	0	0	0	0
ab199f704c81a5812707412ecc69c61f	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
a183381b5716eacee89bada90f967a0d	0	0	56	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	0	0
a5ad2910778ecb73b6df4f7a4e91a405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
f1e0316b0c1f4880f71c51d98c9cb2d5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0
2a092ab4dd0a23438cfaee1127d6bc29	18	12	187	12	0	0	0	0	0	0	62	50	0	0	0	0	0	0	0	0	0	0	0
b4ccdb4a6a73d2d0d995e0b06a58d641	0	9	0	13	24	0	0	0	0	0	22	0	0	17	22	0	0	0	0	0	0	0	100
534bb6a44e71f12d661d99326c33d68a	0	0	0	0	0	0	0	0	0	0	19	14	40	31	9	0	0	0	0	0	0	0	0
723cb8fe9b938e14652333eb198b02d3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29d84f4e7fb662e7bc567101b156b1fc	0	0	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	0	0	0	0	0	0
049dcad56eb849d112e6d98943dd35c9	0	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
a3baedf31fca5004264bf8121741d695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
6a480d30d50b97b67a5ad3e8f48ee7d5	0	0	12	13	4	4	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
7dfc5c42b9a8812e9725081ee4a51dcc	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	20	0	0	0	0
2727cc0d6694e8d3db188992ff124a97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
b6b59fbcf5613ba22f048da1ff1264d8	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bddbba3c1cbda44fcfa2e4c2b3766f80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
61736cc294067b0afda05cbba078155d	52	46	240	76	35	99	340	27	64	12	22	0	85	19	22	0	19	224	0	15	0	0	0
062b090c083845612e0ed7dc400c9106	589	88	457	1649	1617	799	778	96	65	161	0	0	659	0	241	1922	654	96	719	34	0	0	15
a6a23637cda5b0c0cf9e34bbefb71b5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
613a6844484c3b2f90d38399d2698624	23	23	0	17	0	21	107	0	0	0	23	22	20	0	0	0	0	43	7	12	0	0	0
c1c61b42334cbb3cab73a1c4398890b2	0	10	11	12	0	0	0	0	0	0	28	11	44	0	14	0	0	0	0	0	0	0	0
f8dc0fa1620629db6cea60cbde4ce7e8	0	0	0	0	0	0	0	0	0	0	8	4	7	0	0	0	0	0	0	0	0	0	0
e7a81ef9c7000a2d4bc89378150689e1	0	0	0	0	0	0	0	0	0	0	78	91	0	0	0	0	0	0	0	0	0	0	0
b9b90dbdc4509946cf68b87e673d13fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
d92c62a3cec60f35a6d6997b1e75150d	87	98	0	0	0	0	0	0	0	0	83	24	5	0	0	0	0	0	0	0	0	0	0
10a419adb9ecee1d6409aabc328d718d	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b01babee524c01ff4e05574a5ac2c088	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b9e90e95af1f659c5c844336294c895	21	0	0	0	0	30	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
d20caf2c536b151644d2f52f4401998f	0	0	0	0	0	0	41	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
26a930ff8d7ae487ae9b3beaf07b53ca	0	0	47	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
414e4d2df92009ad8f25ab0a0636f3f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
4f1e89fe8963c0dd1c89bcc87c0b8fba	0	0	0	0	72	0	0	65	29	152	0	0	0	0	0	0	42	758	46	204	0	0	0
5726619608b84ee3018c815204cdff7a	504	596	698	933	467	148	0	0	0	0	626	324	286	179	264	0	190	0	0	0	0	22	96
ec670298b64697424a1ab0ba2912c667	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37671b879e23f9023da09d7a72f8f25f	5	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
49fce4becdbed4466420fc96a0991f65	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca935d2185438a7f1a6a001037a1f166	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac7ca9806197bc66f3f3d15f5e91cb29	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
fa53d77f8ec92fdb1b3d0aa833311cd5	798	365	19	287	81	0	0	0	3	5	0	0	0	0	0	0	0	3	0	0	0	0	0
3e1f1393ae7998460e45ddc5b8ca0c48	6	0	0	0	0	0	0	24	0	8	63	45	9	0	0	0	0	0	0	0	0	0	0
c72135472cb56ff3b99de0bb6c15733b	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22404c2ffeb0eb07b367869f2986642d	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
026105edd4f42d8c95dfb88caa93bfe9	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
487965c3f74b8f2f6461f6f97782d2b9	0	0	0	0	0	0	7	0	679	19	0	0	0	0	0	0	22	0	0	16	0	0	0
092b0c4853547e5acae2c3a86a26ad67	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0
7df2b7929b4c30bab534e2501f4d1c7d	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
92c3aabe2785555cef427488af0f638d	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85cff93835410d8cd21044c73b5922c2	212	66	52	62	51	0	22	77	7	18	80	46	17	0	12	13	0	0	0	0	0	0	0
8c693ff81d19fd665a64360c303cd479	0	0	0	0	20	0	0	0	0	0	10	0	0	14	12	0	0	0	0	0	0	0	137
9eee17f08d33b67a62e3ee0d5e633918	22	0	29	7	51	0	0	9	0	8	79	59	0	0	0	0	0	0	0	0	0	0	16
853d62f828d0f67cdd22a2f0c9e145a5	79	0	224	233	458	49	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
fbac50cbc7aa5c66be8a752de534a2a1	0	0	36	0	0	0	0	0	0	3	0	0	21	0	0	0	0	4	0	0	0	0	0
8358a4d1037812507d83465dc3a8b691	23	0	0	0	0	0	0	6	0	0	10	13	0	0	0	5	0	0	0	0	0	0	0
6897824afe83ace25915959b89d5dd27	0	0	0	35	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c3a9e925b5d0e263f321505d2dbf1b3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ecc9286181730048ef8bb6b61c034c74	0	0	20	0	0	0	0	0	9	0	0	0	16	0	0	0	0	0	0	0	0	0	0
59442d0e5c66b676a17772b8cea1b52e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
052ab0021d4b9fc7caa2419fa0f1413d	13	11	0	300	202	0	0	0	0	0	98	18	19	139	24	0	0	11	0	0	63	36	52
77caf142e552b317810b00e9c3a78563	0	0	24	245	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35f5bbde04582c7500c49a46cc32ab88	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f67f2934123e473cfbca434b34dd960f	40	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e9ede3f08b4c2469ce60aa0c3fd18ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
1f055be706628a74e9f9e48d1c91b62b	34	42	21	95	49	0	0	0	0	0	48	21	50	39	68	0	0	0	0	0	0	0	28
3fad540f929bf63be1ce2168bbe65394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
2b4049de0a235a817a2e955279c9a40f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
a3560679679380fbc62d17d61a3ce8c4	0	0	0	39	15	0	0	0	0	0	0	0	279	0	0	0	17	0	0	0	0	0	152
a4a29629bd0e540809d4b05878403f05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
77cd18f21765bf8edab2287e1498809f	27	0	0	0	0	247	0	0	0	548	0	78	0	0	0	0	0	153	171	1934	0	0	0
22bb029861ebdd12cec6cedc035e6b21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
937693b6fd89713fb8ac4e281cbd7314	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88efc34ab768d8e0ea22cbf07ad7f01c	0	0	0	0	0	0	29	0	0	0	68	144	32	0	22	0	51	0	0	0	0	0	22
77972cd35884d5c610062f44d668e9fb	0	10	32	23	28	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
e7a7ce8374c1b77ef9f546206ce8bae5	14	0	0	0	0	44	124	49	5	15	0	0	0	0	0	543	188	0	52	10	0	0	0
7dd5551886c7b46e274551f7a8c04e23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
0705be91bbde16afa3e8cbe50068472c	0	0	0	13	5	0	40	7	16	12	0	13	0	0	9	170	52	110	0	48	0	0	0
5e0bdf1766f05a2bfcdfc07254e40697	0	0	33	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
86418e3c3cd8da71c12b3a025d6e82a7	24	8	16	14	0	0	31	60	0	19	20	10	28	10	0	35	35	22	13	0	0	0	0
d6ecd1d53e56d6359d9de840e111d667	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
bbf582570b5cf6ae6dce53f36190f87b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ceab1fd2174beba32e93cb915012e115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
a13c9e1bf262f3cb4881d2a59b0eaa54	60	32	23	31	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
0ee3fd5b0ed7a3f38211189817afcdc0	29	22	30	28	8	9	0	33	0	40	14	19	7	30	46	8	0	15	0	108	0	0	13
324499b03d46622141270fc634500ef1	0	0	0	0	0	592	360	0	24	1482	91	162	36	27	37	304	205	190	542	3741	0	0	62
4d9328515956b0a2e67101c496cd7d3f	8	13	12	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b45a859e5767de052bead8b461acfead	0	0	17	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0
f7a208a830821b7d3c0c9031b9d09726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
284fdf2bd0470394cb34f8b7e7c0ac91	0	0	0	31	0	11	20	0	21	25	62	2	0	0	0	0	43	1	5	180	0	0	0
dbdca4b523d3834576fac105bf7a56f1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5cca48d970b3f35202410f6160eb087a	0	22	17	0	0	0	0	0	0	0	0	0	35	8	0	0	0	0	0	0	0	0	0
4ed95b1bff9a9d58cf5418f5a81255cf	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0
b1ec913ba8eef8f6da313600ade0ce15	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
afb56cccd0d81d1825e1e67153769f6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
307f304167c81ee12922df94f56756a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
c00414e56a2ed1d53a90d37d719e1ca2	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f024cae7dae18cc0f1dc7e0f1d8b127	20	0	0	0	0	0	0	0	0	0	0	0	6	78	0	0	0	0	0	0	0	0	0
159383fbd63c2aa0d968838005abc83e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
6541c8195b9a827da2871375b9eec820	0	0	13	0	0	0	0	0	0	0	0	0	0	0	24	0	6	0	0	30	0	0	0
b4463e0d2d8400b11726aaf04df0fda6	14	13	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb7b89b3bfcade882873ef47d423f472	0	0	0	29	23	0	0	0	0	20	0	0	0	0	46	0	15	12	0	9	0	0	0
b55a02f77ff3e460184ee2fab5a99444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
8a45e0b7d52715cbb937eaa0aaebd098	20	0	132	59	43	31	0	0	0	0	0	14	0	0	102	0	0	27	0	160	0	0	0
992bed55e2da564978f3638ea90b44c7	229	222	29	124	49	0	0	0	0	0	36	16	0	0	0	0	0	0	0	0	0	0	0
9ce873c80cdc64feebb8fc868f9fe072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
3899ae2ed7ccae7deeb91ed4dba17e5e	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64024882e70f3b7a90bb5918918d0160	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
52d8cd45be6c2013c8eca2adb52fa418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
c20973acfad5e95c24367230e1895e4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
371661a475c9c2a0f453d823c1b1388f	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f7110e5747b918bc2da639ab4bb8c0d	0	0	0	0	0	0	0	0	0	0	149	121	0	0	0	0	0	0	0	0	0	0	0
1911d148970906e405d510e9c3f858bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
7a0a56bfe86462d8401257b6502fd4dd	0	0	0	0	0	0	20	9	21	13	0	6	7	0	0	45	0	0	0	0	0	0	0
