	a1_1_01	a1_1_02	a1_1_03	a1_1_04	a1_1_05	a1_2_01	a1_2_02	a1_2_03	a1_2_04	a1_2_05	a4_1_01	a4_1_02	a4_1_03	a4_1_04	a4_1_05	a4_2_01	a4_2_02	a4_2_03	a4_2_04	a4_2_05	con1	con2	con3
0142e3efbe4c804a7b44f9ddbfc319a6	44	99	605	137	103	730	52	110	0	17	31	0	186	129	59	89	188	258	0	36	79	0	20
a14d4f1427d2192cf54e73897704367d	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fc85aac1e7f4a6de518d7dd44b72e9d	0	16	0	0	0	0	0	0	0	0	162	162	0	0	0	0	0	0	0	0	0	0	0
68ab9ec7b1e08e1abe20dd457f2ac931	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
76e69cc93407dd5c8a9f975bd0ee59c0	50	42	21	6	4	0	0	0	0	0	15	20	13	0	11	0	0	7	0	0	0	0	0
7c08c7830d3b8ca585fe5ac751842d66	6	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d64c8ba308f193085467876fdb970645	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6961e2b6b3a53cefbf42ce0172b4dcd9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b727d59663cdd78bfa2131b90dd7b8ac	0	0	0	0	0	0	4	0	1044	30	5	0	0	108	0	0	0	0	0	19	0	822	695
1bea5ccf2dcc065f874e28f58b0a0c65	0	0	0	0	0	0	0	47	0	29	0	0	0	0	0	0	0	13	0	0	0	0	0
5d1ac94d438e579834550e3652b1437c	0	18	0	0	0	0	0	0	0	0	17	10	16	55	30	0	0	0	0	0	40	0	0
11bb58be038678b5e2b1878c01140c05	74	199	110	218	68	0	0	0	0	0	73	43	145	118	290	0	13	0	0	75	0	0	0
f44015dd45e09a3a6e0c4248b42487c2	0	0	0	0	0	0	0	0	0	0	0	0	17	24	32	0	0	0	0	0	0	0	0
892aba51a90c42c52ce7a41e5e9b60f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
5fd31ff146ae0889f19a3bf52a33429c	0	9	2	0	0	12	0	0	32	0	0	0	0	0	0	4	6	16	0	7	482	646	357
b550ebfd6bef3c85e4b8aeff418f94ea	0	10	0	54	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2eb6c0b7246a8fa688fca8581c9fe98	9	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
d30f7b92187d464625cfd47c5b454dab	0	0	15	28	5	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0
c3def7cba0407ac9aa9047ffbe90e5f6	9	0	46	0	166	0	69	0	0	0	60	61	41	8	51	52	127	0	12	0	0	0	1
0c056630ac256b98984501832a64d9bd	45	0	46	46	34	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
5ff4245599983d6e465e5a13d78b8306	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91e7b820214b19a206dc8115258c9d76	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102a9a41c9b0b45c7c450dce09baf39c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
b96fde782b164fc827853ef696f4551f	0	0	667	66	25	0	13	0	0	0	208	61	258	215	49	0	0	0	0	10	176	191	0
c1bb0e04fd6d78b5d6c142cbd1754e68	0	0	0	0	0	0	0	0	0	0	0	12	68	25	0	0	0	0	0	0	0	0	0
c5a869cf971617feb7dffe8fbc1fc900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0
66d339eef55eb8c441e5155da4e8236a	28	22	248	114	30	39	0	24	0	0	10	7	416	520	101	0	0	18	0	8	58	0	63
f1c43ce950cd9675bfc895bbe89e7f4c	0	0	10	0	5	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
4f870e4c97d8ebd296658af839c73a67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
682e5342211c704576db92e0bb567c8e	233	209	909	963	1903	161	0	0	16	69	100	30	259	100	36	0	9	124	6	25	44	0	23
e425905b16368bd9059e1c961409636e	31	9	38	0	7	0	0	3	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0
c88e50dec056eb2e7c8e1c547b6f3252	35	35	0	48	0	0	0	0	0	0	58	73	27	10	9	0	0	0	0	0	0	0	0
451a9e9b879e836601850fe0340ca3d6	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	22	95	0	19	14	0	0	0
ec21ef164ee32a57db2e8b1ada07952a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
6a32be47835e174c6854b8307018c78a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
6ba5b33e7e94a239109be035d022c82c	16	10	337	22	16	0	121	142	84	76	9	0	14	0	0	0	0	57	0	0	0	0	0
53818a706e38c1584f139d2f90fbd8df	2030	130	720	1781	1558	193	44	5120	1244	678	187	111	58	31	725	0	88	0	17	26	0	34	0
a59fab75ea4d14b7a714afdc1200eeb7	0	0	0	11	12	0	14	0	0	0	9	0	0	0	112	0	48	4	0	0	0	0	0
417956c1517df6c9b93415d7ed3d5498	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
026a3094160fd9af2664cb130a04046e	56	17	209	0	0	7	0	12	0	0	84	99	112	17	10	0	5	8	0	0	0	0	0
372a9b7fec1bd7bfae9495bad1de176f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
7729734fbb9bf255ffb058259638c810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
926e6dcab723e2a97398557c750b9822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
6a5513b494d307e1c4276ff4a6da1d8b	0	0	23	329	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	43
8decd7165ef30b3619fa53d3254488a2	31	15	7	41	26	0	0	0	0	0	124	158	30	43	38	0	0	0	0	0	0	0	0
c1f062fb0d7b61f306a66be3ea3e2e6f	57	64	14	30	25	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0
b811fe2376902205ea40711600587619	0	0	0	0	0	0	0	0	0	0	0	0	11	18	4	0	0	0	0	0	0	0	0
3fbfe49c7810378593d5c488e9c8bb6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
cd979c5fe525028480b8b21a3b6f7fde	58	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5dd067f605af10a11eeb27ca0b3bc447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
579c0435b7480d10a84050699ec2e7fb	21	21	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
3602956f6d798ebbfc8ddcdb30be49e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
9b76ec08162c5cc6ff9f43e823de6211	15	36	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	9	0	0	0	0
9a728a77980630504422449d3142b393	25	0	0	66	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af1fede73a8c5dee69bcd469b7a3fe4b	0	0	0	0	0	58	54	6	30	666	0	0	0	0	0	130	120	217	62	608	0	0	0
49a8240ed1446fafb14242e44c9832c8	0	0	526	0	0	0	13	0	31	60	0	0	307	125	0	0	0	0	0	0	0	0	0
e9813e0cafba8b1a7e6a6a4fdf5ad7dd	0	0	0	0	0	0	0	0	0	0	0	78	50	0	0	0	0	0	0	0	0	0	0
574756d4ac052fc5d1d86c678fd12354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
44ad5d55a596783866b8c24572a8f7c3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34073696f38ddd18e5c7c8318b4315bb	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0
4ef3cef2c07bc5bd4f791f20ed91ef48	0	0	0	0	0	33	50	114	0	0	22	14	139	46	7	51	138	0	134	69	0	0	0
c5ca791fa9331edd54315f556bdf3691	0	0	0	0	0	0	0	0	222	7	0	0	0	0	0	0	3	11	0	0	0	74	32
74cc28b68d6b5e8ef310239a0b88607d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0
2d8937c0945321b687cf6b33c162d0a5	619	207	0	244	128	0	0	0	0	0	20	18	0	0	11	0	0	0	0	0	0	0	0
cc8fbb0f1a2e94bb248483f71f2ad451	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfb70479c336df5e9e6e0f0c4c4ebc5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
91f21ca858779df153e1d2d20f29ac26	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d91bb93f688d4fbaa910dcbc3ff2a055	0	10	0	0	0	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
95a8e7e37b4e93a4087a5d619589d8e4	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8cfd4109f4544d86cf6dc16617a78977	0	0	0	0	0	0	0	0	15	180	0	0	0	0	0	0	0	29	0	0	0	0	0
9238ce13e0e4139f8a4372880e536bc8	64	31	109	97	84	13	0	0	0	31	42	14	0	8	55	0	0	14	0	0	0	0	21
7b09bc624749198b26138107d91b50d8	68	73	31	0	0	46	0	19	0	4	16	14	0	0	0	0	0	0	0	0	0	0	0
a837e5c80f81e454dcbca9d540107e3a	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ef0df02e9a2fab3e81768f460c53c780	0	0	0	0	0	0	104	0	0	0	0	3	296	104	0	6	108	0	0	0	0	0	2
6ec28eb6534d35e11b82cda18d52c92d	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	10	0	0	58	0	0	0
f39d00915d60dbcfa21b16fd190e50a4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970f530de3c2fd98fc2fbcd9c548d298	0	10	0	15	0	0	0	0	0	0	44	17	0	0	23	0	0	0	0	0	0	0	0
c607ca463908d557ed7f1bb817c7246f	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eed6ed8abc419dfa59aed7018e5104b1	0	0	0	0	0	0	0	0	0	0	31	23	0	0	0	0	0	0	0	0	0	0	0
4de9603fab9e166178d3f176db87ed30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140
2c2a0c9f2613458b9c98dbbf5b828af0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7fe77472482b3a550b77188e1c68c155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	22
593175b6dcc0909572f9743e2fbfdaae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
6707892336f64cfe5886e198a792873b	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	507	14	0	0	0	0	0	0
078b5cc01ce5eaa77eeb5942acbcc155	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ac4ae86cafe41c61442889cdad58625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
e005d92d7fec1d094360601efde23e9f	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159ea4c28329f3fc47f2dc5014efbdc9	14	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fddab79ff073446b95c1532828a4d02e	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07446c687e54e7821ac13a6e53f28610	0	0	0	0	0	0	0	0	0	0	29	32	0	0	0	9	0	0	0	0	48	0	0
fa241a8bd5ace6efb2acc927032eaa12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
bc5b746d8edfb9b0445edee4dc59702e	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a88422d6c27e5cb3f1c8a577ea10f7f6	0	0	0	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7611ccdcd438687315d6a2d2d07bd47	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
862ba0f67b51babbe062ba388b0a53c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
d03f852354f831c0e2177f3b67930e83	0	0	0	0	0	31	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
733bb7586fe47d0dc7519a3ab4e1d6e8	0	0	17	0	11	57	0	433	59	23	0	0	0	0	0	0	0	259	0	0	0	0	0
beb30f30d41aacfbb00c7d544efc19f9	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cf99e88bbe1ddc5977a7c603940eeec	0	0	36	0	0	0	0	0	0	0	26	7	18	5	0	0	0	0	0	0	0	0	0
45c4c1569cd103618d403e976f8dad56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
1d9373931d34e76b6433cf304e681bb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
c45d52b4cd2022b16b5e4bd5dcd774ad	19	8	0	32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dc2fc59ba37e5ca40c0cef4f75d5fc8	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb3ba9f3ed9a436d4595b015ea4f258b	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31226fcd1607a9546e1b4c055811ba21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	166	67
77b6efdbe1e6d90c43f2fbf3e6534a53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
85dfb383cafbd6fc2c7ed3ad6bc0b9b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
99664aa88271cbda49314da4a8eb7955	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3c9fb8d8e882e9f6d98ff1d7c32f03f	107	69	65	190	53	172	535	214	26	1376	29	23	58	43	210	2020	499	1850	948	392	0	0	70
6e5b3b5fa1f9627c6cfc0279b7d8b071	0	0	0	0	0	63	0	43	0	0	0	0	0	0	0	0	22	29	20	0	0	0	0
454c4c1d0119cb25583d6deaaec74066	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
cf63179f6eb172dc94cdfa2cb3a780c1	0	0	0	50	59	0	0	0	0	0	0	0	0	24	27	0	0	0	0	13	0	0	201
99a5f5db58e8917ec4704296b94aae2c	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02c7a3fe2b4565fd27ba8687d4ce9d83	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108551344514b94c31ce38aa4bb8ecd5	11	33	255	28	18	0	410	130	0	19	46	27	91	63	30	195	215	43	20	65	0	0	0
b65d855803ec1a51fcfca6f14ce34f6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	63	0	0	0	0
71815b48c56059c6b5259b7e168ef708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ee0ee459af27c9782ac9e50ceb6464b2	0	0	0	0	126	0	0	0	23	0	0	0	0	0	0	0	0	30	0	0	0	0	0
8fb7c34e9774e0623654d0d5b37d51f7	78	0	0	105	112	101	264	68	110	89	0	0	59	0	0	63	105	0	120	94	0	0	0
4d5157b8ada876e74cc74f7ebea41f29	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	0	0	6	0	0	0	0	0
43c9222bb2ab7b02a08ee36ba16e05f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
f6b4bcf2631b590cd73cea6a64d07254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
21933337955353b2bd7c994c7b0cad34	0	0	69	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
caf7d91df227a700379a297185e0d1fb	8	84	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df3af866cf71556634af6da98036ca90	93	28	82	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
5eea17e793b081eefa9ce6e86a408317	0	0	56	0	0	0	0	0	0	0	8	0	40	8	5	0	0	0	0	0	0	0	0
a186fa6df7e7017bee3bc75a85a6a6f3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
ec95ad96685d4ce4a4f030b8983917c8	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef5b9742902472953b24bf7ff1ef843e	201	255	86	63	24	0	0	0	0	0	152	131	0	0	22	0	0	27	0	0	35	0	0
573dc137d974565bd3033c1e32f738fa	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b322430d32964488d04e33a460ec881b	45	34	30	62	66	0	25	20	0	10	10	0	0	0	24	22	8	0	0	0	0	0	8
af1d594c28158e08139b3dc6d581e059	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bbb6fe06def8ca944b266a6443f39818	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0cc6a95596c1068ec99eb67cea8d93e	102	107	52	404	252	2003	18	0	199	0	107	53	143	74	267	0	291	106	193	0	0	0	62
c52c8697b6bd962b261582e3e7756791	284	48	50	0	0	25	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0
2faa26b1a1f113e909cee7622ffcc5d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
782fe22a137987b6998cc823fa7175a4	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfe66360a7df8328fe6336e9b8b4503a	64	38	9	804	759	0	0	0	0	0	106	13	40	401	75	0	0	0	0	0	89	0	97
706e089b3e9e02862a22cba464ab9f94	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04ff0f2ea6a3e5c915e15684499b2959	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3ccd523726e70180b65ce7877290c7b	18	0	0	0	0	0	0	0	0	0	42	79	0	0	9	0	0	0	0	0	0	0	0
84a9a30a30af9d0b4fb0f6227c87bc51	0	0	18	0	0	8	0	31	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0
54ee21b49c924e03ffba8379ad8588a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
c9369e8c42d282eafbddd43e014f9a45	0	0	0	0	0	0	0	0	0	0	26	64	119	9	0	0	0	0	0	0	0	0	0
5553c18fc4321f93040ac02698a42fc6	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0	0	0	0
9bb32d6c2702e4b387e9c41619583e66	69	10	75	0	7	230	122	128	85	74	0	0	0	0	0	0	0	630	0	0	0	0	0
0dfd415f0a6e73adcf8da1d2c845282b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
5912dd566dffcc86d12c718dd15c9901	22	0	142	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
78508c2e92138400cfe5c18db38f3965	8	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
8fb50bdde508264892674f1dc073a436	0	0	0	0	0	0	0	5	0	0	12	0	0	8	9	0	0	0	0	0	0	0	40
b6289c8879c45d87444103aaaa845669	0	0	0	0	0	29	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dd6f010655128ab308aaa4aea61e15f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
34d4b343ca41ca143fcdea9c9cb229b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ff7c081b2302200a8e473b5df0091109	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79346fe4876640613032cff033e9cd5b	28	41	22	13	8	31	0	0	0	24	240	187	14	8	38	0	108	0	0	54	0	0	0
cf77d06c40fa9994c61d327ed719c72a	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	139
616612cb413106398e6448fc855a0680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
7909c43cf4f8ab2711ae8ff4c460d5cf	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
43332b617e545d6e53874f43424fbfd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
b76134fc7374db5c97d0602d22c817be	0	0	0	0	0	20	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0
4b3790272a59e9bcc056869a80332005	0	0	0	0	0	59	0	0	0	14	0	0	0	0	0	0	0	0	384	0	0	0	0
8dcda56fb79df16c4995bc5b5ce6053a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
7acd8c589916a324e13cf36b9fa13258	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0913b7eea4e8319c6c4361ca653df9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
96a30604bc047c62c1038756a2408ead	0	0	0	84	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64327a21fdd074ef4ab5274a8c1aed27	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	97	100	0	45	33	0	0	0
fbd0678581bb0454f7fcfeca7cadd288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
962ddc66edda3b1b229d818c1c732b19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
b4619143f54f42af987d4fe74c8a82a6	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
036c25714c3a550c732bb3fb065c2637	0	0	0	7	0	0	7	0	3303	75	7	0	0	78	0	0	40	49	13	102	0	413	395
e5e871d73d077ec828dcd4f5bf943f25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
fbdbff40817ccabee67dc354ae74668b	16	29	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac3157af1e921ae067030f47ae86ceb8	40	0	0	0	0	33	32	15	49	0	16	13	40	19	0	50	73	39	107	26	0	0	0
904893a5945a58ab0d5f1107ee9c3b22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85b851d94cef3b57879f055a18e95b38	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
741efb4d61309e26f24aa026676f62a6	0	0	25	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294bfe80ae3edb2e553cf574472ed09e	77	120	141	10	0	0	0	0	0	0	123	104	117	189	113	0	0	0	0	0	152	0	45
5ddc15aa17badedf77d6d48b0f759651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ddb56ceab2c7090fab48d67c08912c7b	61	0	10	13	11	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	0
01f61cf357a9ed5d15924880eb33db68	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
cd390e8db1a56013cda5a83fa5efaeba	207	20	136	33	32	9	0	175	17	75	0	0	0	0	0	0	0	15	0	0	0	0	0
11f1af144b3c549c0ce437caf27f7bd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	261	39