062b090c083845612e0ed7dc400c9106	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
d20caf2c536b151644d2f52f4401998f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__KI89A clade			
d6e9c6211d0c93167e8e5c4d32582dd8	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Carnobacteriaceae	D_5__Atopostipes	
c20973acfad5e95c24367230e1895e4c	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Bacteroidales	D_4__Prevotellaceae	D_5__Prevotella	D_6__Chlamydia trachomatis
4d9328515956b0a2e67101c496cd7d3f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Midichloriaceae	D_5__Candidatus Jidaibacter	
37e2e96eab0d08262fe4d10eb9a89ade	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__F9P41300-M23			
5049b327729a4b30c12afe5412f8faa2	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria				
f6c6e74a795587167557b027d671a406	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Turicella	
fbdbff40817ccabee67dc354ae74668b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
38b2183177aaea26a40c90855a6f6521	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
c5a869cf971617feb7dffe8fbc1fc900	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Hymenobacteraceae	D_5__Adhaeribacter	
782fe22a137987b6998cc823fa7175a4	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
39d0ab69b4a22535fac15b117f8491f1	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__Candidatus Amoebophilus	D_6__Diplonema papillatum
e6adc86b0ce6d014fd258412ef2eae77	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Staphylococcaceae	D_5__Staphylococcus	
c00414e56a2ed1d53a90d37d719e1ca2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Arenicellales	D_4__Arenicellaceae	D_5__Arenicella	
ec90c9aefcc290cf8194d218a13d7ea2	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
52ef078d35c8cdc45cc346914276e223	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Cellvibrionaceae	D_5__Candidatus Endobugula	
d03f852354f831c0e2177f3b67930e83	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	
4c5f3ad9170f98841b1a61e3788062d2	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__Candidatus Rhabdochlamydia	
95ec5221fbc13b6bd2d2d06d524d5016	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Legionellales	D_4__Legionellaceae		
3d9beeac23f4876e7c6ed2de48daaac3	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Nonlabens	
7bf09996b799019d6d9f34ed854dca03	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	
95a8e7e37b4e93a4087a5d619589d8e4	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Hellea	
435980b3639e6be968e665b1b84309e0	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Micrococcaceae	D_5__Micrococcus	
7729734fbb9bf255ffb058259638c810	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	D_6__Corynebacterium kroppenstedtii
59442d0e5c66b676a17772b8cea1b52e	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
b6b59fbcf5613ba22f048da1ff1264d8	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
d91bb93f688d4fbaa910dcbc3ff2a055	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Flagellimonas	
ecc9286181730048ef8bb6b61c034c74	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
8288064861895204c870e09e92cc44c5	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseovarius	
4d5157b8ada876e74cc74f7ebea41f29	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__P3OB-42		
7dd5551886c7b46e274551f7a8c04e23	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
1b517f6ed269c4516f2cc4c6fca1a0a0	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Caulobacteraceae	D_5__Brevundimonas	
9ce873c80cdc64feebb8fc868f9fe072	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Family XI	D_5__Peptoniphilus	D_6__Peptoniphilus rhinitidis
ff0786acc3ea3eefec43e2602e77ac59	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Puniceispirillales			
4c62f2452b1a5c8afe689eca12268019	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae	D_5__uncultured	D_6__Saccharina japonica
29d84f4e7fb662e7bc567101b156b1fc	D_0__Bacteria	D_1__Spirochaetes	D_2__Leptospirae	D_3__Leptospirales	D_4__Leptospiraceae	D_5__uncultured	D_6__uncultured spirochete
a6a23637cda5b0c0cf9e34bbefb71b5a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
599eeffbcfe0e0d713cbf4c9ebea826f	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae		
5e0bdf1766f05a2bfcdfc07254e40697	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales	D_4__Simkaniaceae	D_5__Candidatus Fritschea	
44d09a7944c49c97652d002382e34506	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
1fde09201b721129ad69d13fc5865bf0	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Kordiimonadales			
4af1be2916c45a28616409e12afe0c00	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
f126e61fca47f5543863964d5c63b1d5	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__F9P41300-M23			
1a1e43fcafb01b5d8d28a8be8fd66145	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__OM182 clade			
6f33ea2339fe847baa98ff97d9f0e274	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae	D_5__Sandaracinus	
0699b3dadfa1ef1b3d4533ebe26ddd1b	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Microbacteriaceae	D_5__Microbacterium	
811a836a17851c862cd4f199292399ba	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Staphylococcaceae	D_5__Staphylococcus	
1f2d067e3438cbd4d375c1ab5221560c	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Family XI	D_5__Finegoldia	
706e089b3e9e02862a22cba464ab9f94	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Piscirickettsiales	D_4__Piscirickettsiaceae	D_5__Candidatus Endoecteinascidia	
6897824afe83ace25915959b89d5dd27	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae		
49fce4becdbed4466420fc96a0991f65	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella	
af77ed1e236824609916a1eeb59dccdd	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis			
7661fcb528e4667079c70ad0840e78df	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Fabibacter	
640119334ba53cbb6fb3faadc2f3b5b5	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190				
892aba51a90c42c52ce7a41e5e9b60f7	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Beijerinckiaceae	D_5__Methylobacterium	D_6__Methylobacterium podarium
e28d30c3ecf9ecf9d63f7f2983fa911d	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	D_6__freshwater metagenome
aa278e6d5d299d715ae9dd964d561e1d	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__Gemmatimonadetes	D_3__Gemmatimonadales	D_4__Gemmatimonadaceae	D_5__Gemmatirosa	
9cd50a25a60c158e59373c6165daae65	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Dermabacteraceae	D_5__Brachybacterium	D_6__Brachybacterium rhamnosum
b4619143f54f42af987d4fe74c8a82a6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Puniceispirillales			
3fbfe49c7810378593d5c488e9c8bb6b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Pseudohongiellaceae	D_5__Pseudohongiella	
7acd8c589916a324e13cf36b9fa13258	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
51b24164872c25f85240152bdf147d67	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Brevibacteriaceae	D_5__Brevibacterium	
2727cc0d6694e8d3db188992ff124a97	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	D_6__Corynebacterium coyleae
e4d3701dcc2ce0a42de143238b83033e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Erythrobacter	
5325064dbdd093417802200d3a721cd8	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Marinoscillum	
7dfc5c42b9a8812e9725081ee4a51dcc	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Ponticaulis	
85dfb383cafbd6fc2c7ed3ad6bc0b9b0	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	
fe453302317e9fc20153f931a54835f8	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
b45a859e5767de052bead8b461acfead	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium	
bb88b4cc37ec53d8a65c7027807aafd2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
3380b70b72b621ff45ef678db6d1e273	D_0__Bacteria						
b811fe2376902205ea40711600587619	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
510f5387eeff0aa888d07a38253c50ea	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pasteurellales	D_4__Pasteurellaceae	D_5__Haemophilus	
937693b6fd89713fb8ac4e281cbd7314	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae		
b8e2a8e96abd7573209e80b5ec910c42	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula	
c533adcdca0b3dd7de5de2844bd522b5	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Algimonas	
b76134fc7374db5c97d0602d22c817be	D_0__Bacteria	D_1__Bacteroidetes	D_2__Rhodothermia	D_3__Rhodothermales	D_4__Rhodothermaceae		
5228aabd326e30c75915922987dbc1cf	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Erythrobacter	
4f870e4c97d8ebd296658af839c73a67	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Acinetobacter	
372a9b7fec1bd7bfae9495bad1de176f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pasteurellales	D_4__Pasteurellaceae	D_5__Pasteurella	D_6__Pasteurella canis
bddbba3c1cbda44fcfa2e4c2b3766f80	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__OM182 clade			
2dc2fc59ba37e5ca40c0cef4f75d5fc8	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella	
f1432139b16855a731b20550e4993a8b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
e7c67a3099f5e8f6f8b7d38420190df5	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Bacillaceae	D_5__Geobacillus	
483552402d6d3fce52fa87722fdcb0ad	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Syntrophobacterales	D_4__Syntrophaceae		
aaf3a606ffb58a3c5034bef47b0c5d3a	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bacteriovoracaceae	D_5__Peredibacter	D_6__uncultured Bacteriovorax sp.
307f304167c81ee12922df94f56756a5	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
5dd067f605af10a11eeb27ca0b3bc447	D_0__Bacteria	D_1__Fusobacteria	D_2__Fusobacteriia	D_3__Fusobacteriales	D_4__Fusobacteriaceae	D_5__Fusobacterium	
1b190e9d4e5634dd86d40101c96f8f91	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Family XI	D_5__Ezakiella	
37671b879e23f9023da09d7a72f8f25f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Saccharospirillaceae	D_5__Thalassolituus	
1382ebf15cae28c5cc1ea4dc68645ce1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
64024882e70f3b7a90bb5918918d0160	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Cellvibrionaceae	D_5__Candidatus Endobugula	
ebaec060534d66d0784ce646794a1cf5	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
5553c18fc4321f93040ac02698a42fc6	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae	D_5__SM1A02	
45c4c1569cd103618d403e976f8dad56	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Francisellales	D_4__Francisellaceae		
1204a9aaa47516dbbe9fac6bfffd337f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
46f9de97b1ac175383f6efc27b37cda6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
22bb029861ebdd12cec6cedc035e6b21	D_0__Bacteria	D_1__Firmicutes	D_2__Negativicutes	D_3__Selenomonadales	D_4__Veillonellaceae	D_5__Dialister	
8aa181ec01fa6abe3943da07bbb9f926	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Tsukamurellaceae	D_5__Tsukamurella	
e005d92d7fec1d094360601efde23e9f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Thalassobaculales			
2a8952998f52f8fe389a58e6ff1d4fc1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	
ec95ad96685d4ce4a4f030b8983917c8	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae		
926e6dcab723e2a97398557c750b9822	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
e0913b7eea4e8319c6c4361ca653df9c	D_0__Bacteria	D_1__Proteobacteria					
f1c43ce950cd9675bfc895bbe89e7f4c	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales			
026105edd4f42d8c95dfb88caa93bfe9	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bacteriovoracaceae	D_5__Peredibacter	
79fea7073a32159fbf592c02ee449582	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Ralstonia	
fa241a8bd5ace6efb2acc927032eaa12	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	D_6__Corynebacterium doosanense
7ac4ae86cafe41c61442889cdad58625	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae		
862ba0f67b51babbe062ba388b0a53c9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
d2eb6c0b7246a8fa688fca8581c9fe98	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__NRL2	D_4__Rhizobiales bacterium NRL2	D_5__Rhizobiales bacterium NRL2	D_6__Rhizobiales
ee2a2091ff402a48308fb4b82c34ce78	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__AB1		
34073696f38ddd18e5c7c8318b4315bb	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodovibrionales	D_4__Kiloniellaceae	D_5__Pelagibius	
cc7301e00f11b339efcfae5ba7aa2142	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Parvibaculales	D_4__Parvibaculaceae	D_5__Pyruvatibacter	D_6__Pyruvatibacter mobilis
1e9ede3f08b4c2469ce60aa0c3fd18ed	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae	D_5__Luteibaculum	D_6__Flavobacteriales
56330b2977182b42093711cb90a3b065	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	D_6__marine metagenome
52d8cd45be6c2013c8eca2adb52fa418	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
956cb9f534cbdeccfcff87539736258b	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
afb56cccd0d81d1825e1e67153769f6e	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
e5e871d73d077ec828dcd4f5bf943f25	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Oleiphilaceae	D_5__Oleiphilus	
0dfd415f0a6e73adcf8da1d2c845282b	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	D_6__Streptococcus intermedius
5bbf9ccb6ff09c9adfabd549e4751572	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__Iamiaceae	D_5__Iamia	
db7f976b37c1fd8f5d3690e917b2a6c3	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Enterobacteriales	D_4__Enterobacteriaceae		
8dcda56fb79df16c4995bc5b5ce6053a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Acinetobacter	
3095a76b128713e5d113f635e336d1c0	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
7c08c7830d3b8ca585fe5ac751842d66	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__Rubinisphaeraceae	D_5__Fuerstia	
01f61cf357a9ed5d15924880eb33db68	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	
ad65576fa76dc82f6c6b924df2e62083	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__PB19			
83d645fe436baa58a2e3a968d29af99e	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Muricauda	
0eeda2dcbee4bbb2d4544e1847666ea2	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Ekhidna	
092b0c4853547e5acae2c3a86a26ad67	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales			
241f79b9a730c74911f5a51598c2dd16	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria				
5ddc15aa17badedf77d6d48b0f759651	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Alcanivoracaceae	D_5__Alcanivorax	
574756d4ac052fc5d1d86c678fd12354	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Stappiaceae	D_5__Labrenzia	
159ea4c28329f3fc47f2dc5014efbdc9	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseobacter	
78508c2e92138400cfe5c18db38f3965	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
cc8fbb0f1a2e94bb248483f71f2ad451	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Idiomarinaceae	D_5__Idiomarina	
5f522f089eb1c85a59d28e681f7f529a	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Bythopirellula	
dd53a26ddf6fe7a7a9cd0ecb53dc073e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
