062b090c083845612e0ed7dc400c9106	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
b55a02f77ff3e460184ee2fab5a99444	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__[Eubacterium] xylanophilum group	
99664aa88271cbda49314da4a8eb7955	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Rickettsiaceae	D_5__uncultured	
373d63f1aef91b8dd127d0a57d6d231d	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Caldimonas	D_6__Caldimonas taiwanensis
905cff76b030b281ca221e609ebcdef2	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Methyloligellaceae		
91e7b820214b19a206dc8115258c9d76	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
cde9575900c4c171414a228b4f386c2f	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Actinomycetales	D_4__Actinomycetaceae	D_5__Actinomyces	
9c181bbb679a67305e8a71ea7ecbb89f	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
0b6ff2fa21866c3fb2d481ce0cad6762	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Midichloriaceae	D_5__MD3-55	
f6b4bcf2631b590cd73cea6a64d07254	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
ec21ef164ee32a57db2e8b1ada07952a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Enterobacteriales	D_4__Enterobacteriaceae		
f549ce4ff42a1609f70e95d1539eff40	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Spirosomaceae	D_5__Spirosoma	
023bc360f0f48b25606190b1ebca5fa3	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Ruegeria	
2c2a0c9f2613458b9c98dbbf5b828af0	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__uncultured		
7b7c197c157ca7e78eabfc8721c06727	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Magnetospiraceae		
6e167443324453f67c7d2baa71efcae1	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__P3OB-42		
371661a475c9c2a0f453d823c1b1388f	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales			
f8dc0fa1620629db6cea60cbde4ce7e8	D_0__Bacteria	D_1__Planctomycetes	D_2__Pla3 lineage				
1911d148970906e405d510e9c3f858bb	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	D_6__Sphingomonas panni
bbf582570b5cf6ae6dce53f36190f87b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Burkholderia-Caballeronia-Paraburkholderia	
71815b48c56059c6b5259b7e168ef708	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
c59a521d10f8ee9a54ebca7351666998	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae		
f7a208a830821b7d3c0c9031b9d09726	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae	D_5__uncultured	
78d5aae6b66e7d786f091294174e2839	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Acinetobacter	
42fa4267853fe6a79fedf7a55b3900b6	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	D_6__Corynebacterium casei
a5ad2910778ecb73b6df4f7a4e91a405	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
2faa26b1a1f113e909cee7622ffcc5d2	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Staphylococcaceae	D_5__Staphylococcus	
34d4b343ca41ca143fcdea9c9cb229b1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodovibrionales	D_4__Kiloniellaceae	D_5__Pelagibius	
54ee21b49c924e03ffba8379ad8588a0	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Variovorax	
92c3aabe2785555cef427488af0f638d	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Ekhidna	
078b5cc01ce5eaa77eeb5942acbcc155	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae		
93a685441af47771e5e820e14b6eb2d2	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
1c373e27f9fb4dfc6cb5a9b4618086e1	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Camelina sativa	D_6__Camelina sativa
fb31e46e931f593111362f59f713cf39	D_0__Bacteria	D_1__Lentisphaerae	D_2__Lentisphaeria	D_3__Lentisphaerales	D_4__Lentisphaeraceae	D_5__Lentisphaera	
f1e0316b0c1f4880f71c51d98c9cb2d5	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae		
6c3a9e925b5d0e263f321505d2dbf1b3	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Oligoflexales	D_4__Oligoflexaceae		
a6f391fef91342aa8ff6420b957b6db6	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae		
a13e7e07ecfc46d277fddc785977fba3	D_0__Bacteria	D_1__Acidobacteria	D_2__Holophagae	D_3__Acanthopleuribacterales	D_4__Acanthopleuribacteraceae	D_5__Acanthopleuribacter	
159383fbd63c2aa0d968838005abc83e	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Nocardioidaceae	D_5__Nocardioides	
6a32be47835e174c6854b8307018c78a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Enhydrobacter	
34570bd111007c0492a7abfcab358c24	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis			
c72135472cb56ff3b99de0bb6c15733b	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales			
238f6eb81cb73de744f7a71dacc42754	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__F9P41300-M23			
74cc28b68d6b5e8ef310239a0b88607d	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
a3baedf31fca5004264bf8121741d695	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Vibrionales	D_4__Vibrionaceae	D_5__Vibrio	
e6006a75b3c3195aaa0b74582b6a8d39	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
414e4d2df92009ad8f25ab0a0636f3f5	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Salinisphaerales	D_4__Solimonadaceae	D_5__Hydrocarboniphaga	D_6__uncultured bacterium
af1d594c28158e08139b3dc6d581e059	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Sandaracinaceae	D_5__uncultured	D_6__myxobacterium
fb3ba9f3ed9a436d4595b015ea4f258b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales			
6bda66a0ea4dd63f7bdbc0921d858f9f	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
419c126c177f30785cc40be21a92bfde	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Caulobacterales	D_4__Hyphomonadaceae	D_5__Henriciella	D_6__uncultured bacterium
10919fb00aaa40e7594881c7a4e1e34f	D_0__Bacteria	D_1__Bacteroidetes	D_2__Rhodothermia	D_3__Balneolales	D_4__Balneolaceae	D_5__Balneola	
a186fa6df7e7017bee3bc75a85a6a6f3	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Rhizobiaceae	D_5__Pseudahrensia	
10a419adb9ecee1d6409aabc328d718d	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodovibrionales	D_4__Kiloniellaceae	D_5__uncultured	D_6__uncultured bacterium
beb30f30d41aacfbb00c7d544efc19f9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
fddab79ff073446b95c1532828a4d02e	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Lactobacillaceae	D_5__Lactobacillus	D_6__Lactobacillus jensenii
23e4dc920ecf5260d5d27e937f745f96	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae	D_5__Spongiibacterium	D_6__Spongiibacterium flavum
a57230a6f5a46a90222caf5bff0ced3f	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
c8913cfc06c032ba40591300a0b77ad4	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__PB19			
2b4049de0a235a817a2e955279c9a40f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Pseudomonas	
f39d00915d60dbcfa21b16fd190e50a4	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__PB19			
85b851d94cef3b57879f055a18e95b38	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae		
5662e8e49049fbb2dcc9a2e4fffd6920	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Fabibacter	
00dc53666c2365448021417f36df12c7	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bacteriovoracaceae		
7909c43cf4f8ab2711ae8ff4c460d5cf	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
2be912803fd3c9bf52178734a85ab272	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	
43c9222bb2ab7b02a08ee36ba16e05f6	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Halomonadaceae	D_5__Halomonas	
d804751d9d48138a3a7ca9aeef24894e	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__Bdellovibrio	
67bcaed5c0e03e81cb84eaa3fea2b124	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Rhodanobacteraceae		
417956c1517df6c9b93415d7ed3d5498	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria				
a14d4f1427d2192cf54e73897704367d	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Micrococcales	D_4__Microbacteriaceae	D_5__Curtobacterium	
573dc137d974565bd3033c1e32f738fa	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__BD72BR169			
a3160b01d9b88c4be339a6794e3aa0f8	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Lactobacillales	D_4__Streptococcaceae	D_5__Streptococcus	D_6__Streptococcus salivarius subsp. thermophilus
1bd067cdc811a32e74f74c6506a82932	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
2de4279a4e56ae8bc6f1741ca94f329e	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Bythopirellula	
b1ec913ba8eef8f6da313600ade0ce15	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Crocinitomicaceae	D_5__Fluviicola	
a837e5c80f81e454dcbca9d540107e3a	D_0__Bacteria	D_1__Patescibacteria	D_2__Gracilibacteria	D_3__Candidatus Peregrinibacteria	D_4__uncultured bacterium	D_5__uncultured bacterium	
8e576c983ab304f2fed78c8f94cd96c5	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium 1	
be53b0cf945b09ede54e86a2dda400aa	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae		
feddd98213058dfbce70b9ba020fb1ee	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Psychromonadaceae	D_5__Psychromonas	
6fe741025e8ea317c3f02f4f6a8841a5	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
904893a5945a58ab0d5f1107ee9c3b22	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Propionibacteriales	D_4__Propionibacteriaceae	D_5__Cutibacterium	
91f21ca858779df153e1d2d20f29ac26	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Methyloligellaceae		
e7611ccdcd438687315d6a2d2d07bd47	D_0__Bacteria	D_1__Bacteroidetes	D_2__Ignavibacteria	D_3__OPB56			
723cb8fe9b938e14652333eb198b02d3	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Thiohalorhabdales	D_4__Thiohalorhabdaceae		
9f327a154a4f3b24c10aee798672f09c	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis			
ec670298b64697424a1ab0ba2912c667	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
8fcfb6bd89382ab68cc18226b05d7cdd	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Blfdi19		
a4a29629bd0e540809d4b05878403f05	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Rickettsiaceae		
87f991a2894d152c8a12ed6d0458c35c	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodospirillales	D_4__Terasakiellaceae		
0a51b2f077fc281e02a1706f3b8ea531	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
ae3fc4143801199d16267e2ec2d57f4b	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__BD2-11 terrestrial group	D_3__uncultured bacterium			
09246a5bbf2124258ea753db570f2e2c	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Microscillaceae		
b01babee524c01ff4e05574a5ac2c088	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Thiohalorhabdales	D_4__Thiohalorhabdaceae		
bbb6fe06def8ca944b266a6443f39818	D_0__Bacteria	D_1__WPS-2	D_2__hydrothermal vent metagenome	D_3__hydrothermal vent metagenome	D_4__hydrothermal vent metagenome	D_5__hydrothermal vent metagenome	D_6__hydrothermal vent metagenome
78f52184ef7212f1e139ca1553ac752c	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Moraxellaceae	D_5__Enhydrobacter	
ca935d2185438a7f1a6a001037a1f166	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales			
55c10e0788957468e49d32ff9d0adf71	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__F9P41300-M23			
00def0060126ea4e9336b7882ffa1d5d	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Syntrophobacterales	D_4__Syntrophaceae		
ab199f704c81a5812707412ecc69c61f	D_0__Bacteria	D_1__Chlamydiae	D_2__Chlamydiae	D_3__Chlamydiales			
751661e34165800f853b18ce1c79700e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Sphingomonas	D_6__Sphingomonas yunnanensis
35f5bbde04582c7500c49a46cc32ab88	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae	D_5__Phycisphaera	
44ad5d55a596783866b8c24572a8f7c3	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae	D_5__Erythrobacter	
6961e2b6b3a53cefbf42ce0172b4dcd9	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales			
454c4c1d0119cb25583d6deaaec74066	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula	
a757fdd7057a2d74a273eed9f89feb03	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pirellula	
f9c284124149e3694565db91e80dddd2	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
b9b90dbdc4509946cf68b87e673d13fa	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Idiomarinaceae	D_5__Idiomarina	
ff7c081b2302200a8e473b5df0091109	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae		
d64c8ba308f193085467876fdb970645	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae	D_5__Algisphaera	
b6504e25c0eb884db28e7e5493d50017	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Nannocystaceae		
04ff0f2ea6a3e5c915e15684499b2959	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Kaistiaceae	D_5__Kaistia	
5ff4245599983d6e465e5a13d78b8306	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27 clade	
4c22be7908a02235df4ca73a4b470626	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Micavibrionales	D_4__Micavibrionaceae		
1d9373931d34e76b6433cf304e681bb7	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Alteromonadaceae		
99a5f5db58e8917ec4704296b94aae2c	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula	
3899ae2ed7ccae7deeb91ed4dba17e5e	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__P3OB-42		
02c7a3fe2b4565fd27ba8687d4ce9d83	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae	D_5__SM1A02	
c607ca463908d557ed7f1bb817c7246f	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__BD2-11 terrestrial group				
bc5b746d8edfb9b0445edee4dc59702e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Sphingomonadales	D_4__Sphingomonadaceae		
d6ecd1d53e56d6359d9de840e111d667	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria Incertae Sedis			
a80343244fe396498da1907ddab3a397	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria				
51569bb7a30b220232877bb61254e817	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae	D_5__Phycisphaera	
77b6efdbe1e6d90c43f2fbf3e6534a53	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Family XII	D_5__Exiguobacterium	
dbdca4b523d3834576fac105bf7a56f1	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bradymonadales			
22404c2ffeb0eb07b367869f2986642d	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Salinisphaerales	D_4__Solimonadaceae	D_5__Oceanococcus	
c5de0923adbb2fb63b93878ec2acf80c	D_0__Bacteria	D_1__Firmicutes	D_2__Bacilli	D_3__Bacillales	D_4__Family XI	D_5__Gemella	
b052035a73ed1904ae929ea03c45d843	D_0__Bacteria	D_1__Patescibacteria	D_2__Gracilibacteria	D_3__Candidatus Peregrinibacteria			
3fad540f929bf63be1ce2168bbe65394	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Sphingobacteriales	D_4__Sphingobacteriaceae	D_5__Sphingobacterium	
9d6403b6772155cced0f35f08e0630f8	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria		
fbf10cb48bb23a060d4b0168b8fa5a9c	D_0__Bacteria						
5c5a977be958c68fd187e9ed790589a7	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Myxococcales	D_4__Haliangiaceae	D_5__Haliangium	
227d52e88077e8379fb076101a33eb3f	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Phycisphaerales	D_4__Phycisphaeraceae		
4dd6f010655128ab308aaa4aea61e15f	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Cryomorphaceae		
cf31fba92d58b405c3d8bce24bc4678f	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Family XI	D_5__Peptoniphilus	
1ea842744639f7cd6468a2a422af90a7	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Betaproteobacteriales	D_4__Burkholderiaceae	D_5__Undibacterium	
b40386be8fea8d70d634d58d86328650	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Oligoflexales	D_4__0319-6G20		
cc287e8837027bd44fd14a55a566adad	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190				
ac7ca9806197bc66f3f3d15f5e91cb29	D_0__Bacteria	D_1__Spirochaetes	D_2__Leptospirae	D_3__Leptospirales	D_4__Leptospiraceae	D_5__Turneriella	
f96524240d0c7e6c19bc0e3f7eb068a9	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pirellula	
bd7ffe913695618020ca3db344280988	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Paracaedibacterales	D_4__Paracaedibacteraceae		
b222fee3b1b5497222852d4f1e79713b	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Flavisolibacter	